bu_code;bu_naam;wk_code;wk_naam;gm_code;gm_naam;pv_code;pv_naam;es_code;es_naam;la_code;la_naam
BU01145100;Weerdinge;WK011451;Wijk 51 Kern Emmen Noord;GM0114;Emmen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01145101;Westenesch;WK011451;Wijk 51 Kern Emmen Noord;GM0114;Emmen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01145109;Verspreide huizen Emmen;WK011451;Wijk 51 Kern Emmen Noord;GM0114;Emmen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01145200;Noordbarge;WK011452;Wijk 52 Kern Emmen Zuid;GM0114;Emmen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01145201;Zuidbarge;WK011452;Wijk 52 Kern Emmen Zuid;GM0114;Emmen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01145300;Industrieterrein Bargermeer;WK011453;Wijk 53 Kern Emmen Industrieterreinen;GM0114;Emmen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01145301;Bedrijvenpark A37;WK011453;Wijk 53 Kern Emmen Industrieterreinen;GM0114;Emmen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185000;Centrum;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185001;Noord;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185002;Bentinckspark;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185003;Krakeel;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185004;Wolfsbos;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185005;Zuid;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185006;Venesluis;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185007;West;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185008;Oost;WK011850;Wijk 50 Hoogeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185100;Steenbergerweiden;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185101;Kinholt;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185102;Grittenhof;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185103;Schoonvelde-West;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185104;Schoonvelde-Oost;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185105;Schutlanden-Oost;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185106;Schutlanden-West;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185107;Kattouw;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185108;Trasselt;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185109;Erflanden;WK011851;Wijk 51 De Weide;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185200;Fluitenberg kern;WK011852;Wijke 52 Fluitenberg;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185201;Verspreide huizen Fluitenberg;WK011852;Wijke 52 Fluitenberg;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185300;Elim Kern;WK011853;Wijk 53 Elim;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185301;Verspreide huizen Elim-Noord;WK011853;Wijk 53 Elim;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185302;Verspreide huizen Elim-Zuid;WK011853;Wijk 53 Elim;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185400;Hollandscheveld kern;WK011854;Wijk 54 Hollandscheveld;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185401;Verspreide huizen Hollandscheveld-West;WK011854;Wijk 54 Hollandscheveld;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185402;Verspreide huizen Hollandscheveld-Oost;WK011854;Wijk 54 Hollandscheveld;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185500;Noordscheschut kern;WK011855;Wijk 55 Noordscheschut;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185501;Verspreide huizen Noordscheschut;WK011855;Wijk 55 Noordscheschut;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185600;Nieuwlande kern;WK011856;Wijk 56 Nieuwlande;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185601;Verspreide huizen Nieuwlande;WK011856;Wijk 56 Nieuwlande;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185700;Nieuweroord kern;WK011857;Wijk 57 Nieuweroord;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185701;Verspreide huizen Nieuweroord;WK011857;Wijk 57 Nieuweroord;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185800;Tiendeveen kern;WK011858;Wijk 58 Tiendeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185801;Verspreide huizen Tiendeveen;WK011858;Wijk 58 Tiendeveen;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185900;Stuifzand kern;WK011859;Wijk 59 Stuifzand;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01185901;Verspreide huizen Stuifzand;WK011859;Wijk 59 Stuifzand;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186000;Pesse kern;WK011860;Wijk 60 Pesse;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186001;Verspreide huizen Pesse-Oost;WK011860;Wijk 60 Pesse;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186002;Verspreide huizen Pesse-West;WK011860;Wijk 60 Pesse;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186003;Verspreide huizen Pesse-Zuid;WK011860;Wijk 60 Pesse;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186100;Zuideropgaande Nieuw Moscou;WK011861;Wijk 61 Zuideropgaande Nieuw Moscou;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186201;Industriegebied Toldijk;WK011862;Wijk 62 Industrie- en verspreide gebieden;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186202;Industriegebied Noord A;WK011862;Wijk 62 Industrie- en verspreide gebieden;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186203;Industriegebied Noord B;WK011862;Wijk 62 Industrie- en verspreide gebieden;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186204;Industriegebied Buitenvaart;WK011862;Wijk 62 Industrie- en verspreide gebieden;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186205;Verspreide huizen Alteveer;WK011862;Wijk 62 Industrie- en verspreide gebieden;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01186206;Verspreide huizen Nijstad;WK011862;Wijk 62 Industrie- en verspreide gebieden;GM0118;Hoogeveen;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190000;Historisch Centrum;WK011900;Centrum;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190001;Indische buurt;WK011900;Centrum;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190002;Koninginnebuurt;WK011900;Centrum;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190100;Galgenkamp;WK011901;Watertoren;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190101;Oude Vaart;WK011901;Watertoren;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190200;Heinsiusbuurt;WK011902;Haveltermade;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190201;Staatsliedenbuurt;WK011902;Haveltermade;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190202;Zeeheldenbuurt;WK011902;Haveltermade;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190300;Hesselingen;WK011903;Koedijkslanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190301;Koeberg;WK011903;Koedijkslanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190302;Reestlanden;WK011903;Koedijkslanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190303;Schildersbuurt;WK011903;Koedijkslanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190400;Plantenbuurt;WK011904;Berggierslanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190401;Scheepsbuurt;WK011904;Berggierslanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190500;Bloemenbuurt;WK011905;Ezinge;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190501;Onderwijs-, sportpark;WK011905;Ezinge;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190600;Veldenbuurt;WK011906;Oosterboer;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190601;Vlinderbuurt;WK011906;Oosterboer;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190602;Vogelbuurt;WK011906;Oosterboer;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190603;Verzetsbuurt;WK011906;Oosterboer;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190700;Drukkersbuurt;WK011907;Nieuwveenselanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190701;Nieuwveenselanden;WK011907;Nieuwveenselanden;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190800;Blankenstein;WK011908;Blankenstein;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190900;Industrieterrein Noord I;WK011909;Industrieterrein Noord;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01190901;Industrieterrein Noord II;WK011909;Industrieterrein Noord;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191000;Industrie Oevers A;WK011910;Industrie Oevers;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191001;Industrie Oevers B;WK011910;Industrie Oevers;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191002;Industrie Oevers C;WK011910;Industrie Oevers;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191003;Industrie Oevers D;WK011910;Industrie Oevers;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191004;Industrie Oevers E;WK011910;Industrie Oevers;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191100;Verspreid gebied Meppel Noord;WK011911;Verspreid gebied Meppel;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191101;Verspreid gebied Meppel Oost;WK011911;Verspreid gebied Meppel;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191102;Verspreid gebied Meppel Zuid;WK011911;Verspreid gebied Meppel;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191200;Nijeveen Oost;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191201;Griftebuurt;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191202;Vogelbuurt;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191203;Danninge Erve;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191204;Spijkerserve;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191205;Tussenboerslanden;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191206;Kolderveen;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191207;Kolderveense Bovenboer;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191208;Nijeveense Bovenboer;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191209;Verspreid gebied Nijeveen;WK011912;Nijeveen;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191300;Rogat;WK011913;Rogat;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191301;Broekhuizen;WK011913;Rogat;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01191302;De Schiphorst;WK011913;Rogat;GM0119;Meppel;PV22;Drenthe;ES03;Drenthe;31;Nederland
BU01411000;Binnenstad-Noord;WK014110;Wijk 10 Binnenstad;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411001;Binnenstad-Zuid;WK014110;Wijk 10 Binnenstad;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411002;Ulk en omgeving;WK014110;Wijk 10 Binnenstad;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411003;Java en omgeving;WK014110;Wijk 10 Binnenstad;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411100;Bornsestraat en omgeving Midden;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411101;Riet Noord;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411102;Arendsboer en omgeving Noord;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411103;Nieuwland;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411104;Arendsboer en omgeving Zuid;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411105;Riet Zuid;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411106;Bornsestraat en omgeving Zuid;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411109;Verspreide huizen wijk 11;WK014111;Wijk 11 De Riet;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411200;Vriezenveenseweg en omgeving Haghoek Oost;WK014112;Wijk 12 Noorderkwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411201;Parkweg en omgeving;WK014112;Wijk 12 Noorderkwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411202;Vriezenveenseweg en omgeving Haghoek West;WK014112;Wijk 12 Noorderkwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411209;Verspreide huizen wijk 12;WK014112;Wijk 12 Noorderkwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411300;Ootmarsumsestraat en omgeving;WK014113;Wijk 13 Sluitersveld;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411301;Markgraven;WK014113;Wijk 13 Sluitersveld;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411302;Rumerslanden;WK014113;Wijk 13 Sluitersveld;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411303;Wester-Sluitersveldlanden;WK014113;Wijk 13 Sluitersveld;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411309;Verspreide huizen wijk 13;WK014113;Wijk 13 Sluitersveld;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411400;Dijkstraat en omgeving;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411401;Rohof en omgeving;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411402;Kerkelanden;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411403;Aalderinkshoek Noordoost;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411404;Aalderinkshoek Zuidoost;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411405;Aalderinkshoek Noordwest;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411406;Aalderinkshoek Zuidwest;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411409;Verspreide huizen wijk 14;WK014114;Wijk 14 Wierdense Hoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411500;Nieuwstraat en omgeving;WK014115;Wijk 15 Nieuwstraat-Kwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411501;Wonde en omgeving;WK014115;Wijk 15 Nieuwstraat-Kwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411502;Witvoet en omgeving;WK014115;Wijk 15 Nieuwstraat-Kwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411503;Achterlanden en omgeving;WK014115;Wijk 15 Nieuwstraat-Kwartier;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411600;Boomplaats;WK014116;Wijk 16 Ossenkoppelerhoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411601;Ossenkoppelerhoek-Oost;WK014116;Wijk 16 Ossenkoppelerhoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411602;Beeklust;WK014116;Wijk 16 Ossenkoppelerhoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411603;Ossenkoppelerhoek-Midden-Noord;WK014116;Wijk 16 Ossenkoppelerhoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411604;Ossenkoppelerhoek-West;WK014116;Wijk 16 Ossenkoppelerhoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411605;Ossenkoppelerhoek-Midden-Zuid;WK014116;Wijk 16 Ossenkoppelerhoek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411700;Hofkamp-West;WK014117;Wijk 17 Hofkamp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411701;Hofkamp-Oost;WK014117;Wijk 17 Hofkamp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411702;Paradijs;WK014117;Wijk 17 Hofkamp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411703;Kollenveld-Bolkshoek;WK014117;Wijk 17 Hofkamp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411709;Verspreide huizen Hofkamp;WK014117;Wijk 17 Hofkamp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411800;Schelfhorst-Zuidwest;WK014118;Wijk 18 Schelfhorst;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411801;Drakensteyn en omgeving;WK014118;Wijk 18 Schelfhorst;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411802;Schelfhorst-Noordwest;WK014118;Wijk 18 Schelfhorst;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411803;Havezathe;WK014118;Wijk 18 Schelfhorst;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411804;Schelfhorst-Noordoost;WK014118;Wijk 18 Schelfhorst;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411805;Schelfhorst-Zuidoost;WK014118;Wijk 18 Schelfhorst;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411806;Veenelanden;WK014118;Wijk 18 Schelfhorst;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411900;Groeneveld;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411901;Kanaalzijde;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411902;Leemslagen-Noord;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411903;Leemslagen-Zuid;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411904;Zeven Bosjes;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411905;Leemslagen-Oost;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411906;Huttenveld;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411907;Maardijk;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411908;De Grens;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411909;Nijrees;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01411910;Verspreide huizen wijk 19;WK014119;Wijk 19 Windmolenbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01412000;Aadorp-West;WK014120;Wijk 20 Aadorp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01412001;Aadorp-Oost;WK014120;Wijk 20 Aadorp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01412002;Bedrijvenpark Twente;WK014120;Wijk 20 Aadorp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01412009;Verspreide huizen wijk 20;WK014120;Wijk 20 Aadorp;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01412100;Bornerbroek;WK014121;Wijk 21 Bornerbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01412109;Verspreide huizen wijk 21;WK014121;Wijk 21 Bornerbroek;GM0141;Almelo;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470000;Bornsche Maten;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470001;Borne Centrum;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470002;'t Wensink Noord;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470003;'t Wensink Zuid;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470004;Dikkerslaan-Molenkampsweg en omgeving;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470005;Lettersveld I;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470006;Lettersveld II;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470007;Tichelkamp;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470008;Stroom-Esch;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470009;Verspreide huizen Borne-West;WK014700;Wijk 00 Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470100;Verspreide huizen Borne-Oost;WK014701;Wijk 01 Buitengebied Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470101;Zenderen;WK014701;Wijk 01 Buitengebied Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470102;Verspreide huizen Zenderen;WK014701;Wijk 01 Buitengebied Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470105;Hertme;WK014701;Wijk 01 Buitengebied Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01470106;Verspreide huizen Hertme;WK014701;Wijk 01 Buitengebied Borne;GM0147;Borne;PV23;Overijssel;ES04;Twente;31;Nederland
BU01480101;Dalfsen Centrum;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480102;Vechtvliet-Leemcule;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480103;Pleijendal;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480104;Polhaar;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480105;Ankummer Es;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480106;Gernermarke-Oosterdalfsen;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480107;Bedrijventerrein Rondweg;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480108;Ankum kern;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
BU01480109;Verspreide huizen Ankum;WK014801;Dalfsen;GM0148;Dalfsen;PV23;Overijssel;ES05;West-Overijssel;31;Nederland
