bu_code;bu_naam;wk_code;wk_naam;gm_code;gm_naam;pv_code;pv_naam;es_code;es_naam;la_code;la_naam
BU00030000;Appingedam-Centrum;WK000300;Wijk 00;GM0003;Appingedam;PV20;Groningen;ES01;Groningen;31;Nederland
BU00030001;Appingedam-West;WK000300;Wijk 00;GM0003;Appingedam;PV20;Groningen;ES01;Groningen;31;Nederland
BU00030002;Appingedam-Oost;WK000300;Wijk 00;GM0003;Appingedam;PV20;Groningen;ES01;Groningen;31;Nederland
BU00030007;Verspreide huizen Damsterdiep en Eemskanaal;WK000300;Wijk 00;GM0003;Appingedam;PV20;Groningen;ES01;Groningen;31;Nederland
BU00030008;Verspreide huizen ten zuiden van Eemskanaal;WK000300;Wijk 00;GM0003;Appingedam;PV20;Groningen;ES01;Groningen;31;Nederland
BU00030009;Verspreide huizen ten noorden van het Damsterdiep;WK000300;Wijk 00;GM0003;Appingedam;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100101;Centrum;WK001001;Centrum;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100202;Over de Gracht;WK001002;West;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100203;Scheepvaartbuurt;WK001002;West;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100204;Steenbakkersbuurt;WK001002;West;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100205;Tuikwerderrak;WK001002;West;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100221;Bosplan Tuikwerderrak;WK001002;West;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100306;Doklanden;WK001003;Farmsum;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100307;Farmsum;WK001003;Farmsum;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100308;Oosterveld;WK001003;Farmsum;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100309;Koveltemp;WK001003;Farmsum;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100410;Vliethoven;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100411;Vogelbuurt;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100412;Tuikwerd;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100413;Oogstbuurt;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100414;Rietkampen;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100415;Kruidenoever;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100416;Eelwerd;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100417;Sikkel;WK001004;Tuikwerd;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100518;Fivelmonde;WK001005;Fivelzigt;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100519;Fivelzigt;WK001005;Fivelzigt;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100520;Dethmerseiland;WK001005;Fivelzigt;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100622;Kwelderland;WK001006;Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100623;Vestingbuurt;WK001006;Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100624;Landenbuurt;WK001006;Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100625;Zandplatenbuurt;WK001006;Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100626;Bornholm;WK001006;Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100646;Polarisbuurt;WK001006;Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100647;Schrijversbuurt;WK001006;Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100727;Uitwierde;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100728;Biessum;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100730;Nansum;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100733;Holwierde;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100734;Krewerd;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100735;Godlinze;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100736;Losdorp;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100737;Bierum;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100738;Spijk;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100739;Buitengebied Noord;WK001007;Buitengebied Noord;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100829;Weiwerd;WK001008;Oosterhorn;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100831;Oosterhorn;WK001008;Oosterhorn;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100932;Meedhuizen;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100940;Borgsweer;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100941;Termunterzijl;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100942;Termunten;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100943;Woldendorp;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100944;Wagenborgen;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100945;Buitengebied Zuid;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00100948;Baamsum;WK001009;Buitengebied Zuid;GM0010;Delfzijl;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140000;Binnenstad-Noord;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140001;Binnenstad-Zuid;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140002;Binnenstad-Oost;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140003;Binnenstad-West;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140004;Noorderplantsoen;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140005;Hortusbuurt-Ebbingekwartier;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140007;UMCG;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140008;Stationsgebied;WK001400;Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140100;De Meeuwen;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140101;Oosterpoort;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140102;Herewegbuurt;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140103;Rivierenbuurt;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140104;Grunobuurt;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140105;Badstratenbuurt;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140106;Zeeheldenbuurt;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140107;Laanhuizen;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140108;Stadspark;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140109;Martini Trade Park;WK001401;Oud-Zuid;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140200;Oranjebuurt;WK001402;Oud-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140201;Noorderplantsoenbuurt;WK001402;Oud-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140202;Schildersbuurt;WK001402;Oud-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140203;Kostverloren;WK001402;Oud-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140300;De Hoogte;WK001403;Oud-Noord;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140301;Indische buurt;WK001403;Oud-Noord;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140302;Professorenbuurt;WK001403;Oud-Noord;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140400;Gorechtbuurt;WK001404;Oosterparkwijk;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140401;Vogelbuurt;WK001404;Oosterparkwijk;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140402;Bloemenbuurt;WK001404;Oosterparkwijk;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140403;Florabuurt;WK001404;Oosterparkwijk;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140404;Damsterbuurt;WK001404;Oosterparkwijk;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140500;De Linie;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140501;Europapark;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140502;Eemskanaal;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140503;Kop van Oost;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140504;Woonschepenhaven;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140505;Driebond;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140506;Eemspoort;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140507;Euvelgunne;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140508;Winschoterdiep;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140509;Stainkoel'n;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140510;Roodehaan;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140511;Waterhuizen;WK001405;Zuidoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140600;Sterrebosbuurt;WK001406;Helpman e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140601;Coendersborg;WK001406;Helpman e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140602;Klein Martijn;WK001406;Helpman e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140603;Villabuurt;WK001406;Helpman e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140604;Helpman;WK001406;Helpman e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140605;De Wijert;WK001406;Helpman e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140606;De Wijert-Zuid;WK001406;Helpman e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140700;Corpus den Hoorn;WK001407;Zuidwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140701;Hoornse Meer;WK001407;Zuidwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140702;Hoornse Park;WK001407;Zuidwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140703;Van Swieten;WK001407;Zuidwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140704;Piccardthof;WK001407;Zuidwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140705;Bruilweering;WK001407;Zuidwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140800;Hoogkerk Dorp;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140801;Hoogkerk-Zuid;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140802;Westpoort;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140803;Vierverlaten;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140804;Zuidwending;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140805;Leegkerk;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140806;Gravenburg;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140807;Suikerfabriekterrein;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140808;Peizerweg;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140809;Bangeweer;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140810;De Buitenhof;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140811;Kranenburg;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140812;De Kring;WK001408;Hoogkerk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140900;Vinkhuizen-Noord;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140901;Vinkhuizen-Zuid;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140902;Hoendiep;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140903;Friesestraatweg;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140904;Reitdiep;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140905;Dorkwerd;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140906;De Held;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00140907;Westpark;WK001409;Nieuw-West;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141000;Selwerd;WK001410;Noordwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141001;Paddepoel-Zuid;WK001410;Noordwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141002;Paddepoel-Noord;WK001410;Noordwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141003;Zernike Campus;WK001410;Noordwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141004;Selwerderhof;WK001410;Noordwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141005;Tuinwijk;WK001410;Noordwest;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141100;Beijum-West;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141101;Beijum-Oost;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141102;De Hunze;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141103;Van Starkenborgh;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141104;Noorderhoogebrug;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141105;Het Witte Lam;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141106;Koningslaagte;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141107;Hunzeboord;WK001411;Noordoost;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141200;Lewenborg-Noord;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141201;Lewenborg-Zuid;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141202;Lewenborg-West;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141203;Oosterhoogebrug;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141204;Ulgersmaborg;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141205;Hunzepark;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141206;Zilvermeer;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141207;Kardinge;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141208;Drielanden;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141209;Noorddijk;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141210;Ruischerbrug;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141211;Ruischerwaard;WK001412;Noorddijk e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141300;Middelbert;WK001413;Meerdorpen;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141301;Engelbert;WK001413;Meerdorpen;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141302;Klein Harkstede;WK001413;Meerdorpen;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141400;Meeroevers;WK001414;Meerstad e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141401;Harkstede GN;WK001414;Meerstad e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141402;Lageland GN;WK001414;Meerstad e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141403;Groenewei;WK001414;Meerstad e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141404;Tersluis;WK001414;Meerstad e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141405;De Zeilen;WK001414;Meerstad e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141406;De Wierden;WK001414;Meerstad e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141500;Ten Boer Dorp;WK001415;Ten Boer e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141501;Buitengebied Ten Boer-Zuid;WK001415;Ten Boer e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141502;Garmerwolde;WK001415;Ten Boer e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141503;Thesinge;WK001415;Ten Boer e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141504;Sint Annen;WK001415;Ten Boer e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141505;Buitengebied Ten Boer-Noord;WK001415;Ten Boer e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141506;Bedrijventerrein Ten Boer;WK001415;Ten Boer e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141600;Ten Post Dorp;WK001416;Ten Post e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141601;Lellens;WK001416;Ten Post e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141602;Woltersum;WK001416;Ten Post e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141603;Winneweer;WK001416;Ten Post e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141604;Wittewierum;WK001416;Ten Post e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141605;Buitengebied Ten Post;WK001416;Ten Post e.o.;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141700;Haren;WK001417;Haren Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141701;Oosterhaar;WK001417;Haren Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141702;Voorveld;WK001417;Haren Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141703;Harenermolen;WK001417;Haren Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141704;Glimmen;WK001417;Haren Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141705;Hemmen;WK001417;Haren Centrum;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141800;Noordlaren;WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141801;Onnen;WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141802;Paterswolde (gedeeltelijk);WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141803;Essen;WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141806;Verspreide huizen ten westen van Noord-Willemskanaal;WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141807;Verspreide huizen op de Hondsrug;WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141808;Verspreide huizen Onner Esch;WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00141809;Verspreide huizen ten oosten van de Hondsrug;WK001418;Haren Land;GM0014;Groningen;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240000;Loppersum;WK002400;Wijk 00;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240001;Garrelsweer;WK002400;Wijk 00;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240002;Wirdum;WK002400;Wijk 00;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240003;Wirdumerdraai;WK002400;Wijk 00;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240005;Winneweer (gedeeltelijk);WK002400;Wijk 00;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240008;Verspreide huizen Eemskanaal en Damsterdiep;WK002400;Wijk 00;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240009;Verspreide huizen ten noorden van het Damsterdiep;WK002400;Wijk 00;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240100;Stedum;WK002401;Wijk 01 Stedum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240101;Westeremden;WK002401;Wijk 01 Stedum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240102;Garsthuizen (gedeeltelijk);WK002401;Wijk 01 Stedum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240109;Verspreide huizen Stedum inclusief Startenhuizen;WK002401;Wijk 01 Stedum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240200;Middelstum;WK002402;Wijk 02 Middelstum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240201;Westerwijtwerd;WK002402;Wijk 02 Middelstum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240202;Huizinge;WK002402;Wijk 02 Middelstum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240203;Toornwerd;WK002402;Wijk 02 Middelstum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240209;Verspreide huizen Middelstum;WK002402;Wijk 02 Middelstum;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240300;'t Zandt;WK002403;Wijk 03 't Zandt;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240301;Zeerijp;WK002403;Wijk 03 't Zandt;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240302;Zijldijk;WK002403;Wijk 03 't Zandt;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240303;Leermens;WK002403;Wijk 03 't Zandt;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240304;Oosterwijtwerd;WK002403;Wijk 03 't Zandt;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240305;Eenum;WK002403;Wijk 03 't Zandt;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00240309;Verspreide huizen 't Zandt;WK002403;Wijk 03 't Zandt;GM0024;Loppersum;PV20;Groningen;ES01;Groningen;31;Nederland
BU00340101;Centrum Almere Haven;WK003401;Wijk 01 Almere Haven;GM0034;Almere;PV24;Flevoland;ES06;Flevoland;31;Nederland
